Date,Open,High,Low,Close
09-Jan-19,11350.6,11370.87,11246.52,11350.89
10-Jan-19,11364.02,11367.39,11307.93,11321.38
11-Jan-19,11346.37,11353.65,11241.11,11292.14
14-Jan-19,11324.31,11327.42,11189.33,11235.24
15-Jan-19,11264.64,11397.93,11264.64,11387.91
16-Jan-19,11406.31,11435.41,11379.66,11392.41
17-Jan-19,11420.57,11438.23,11347.59,11408.86
18-Jan-19,11423.06,11437.43,11360.53,11408.06
21-Jan-19,11429.7,11496.21,11394.17,11455.68
22-Jan-19,11474.84,11474.99,11366.19,11420.51
23-Jan-19,11436.08,11447.59,11314.04,11333.77
24-Jan-19,11345.29,11375,11302.25,11356.87
25-Jan-19,11376.77,11441.22,11256.76,11278.82
28-Jan-19,11305.35,11309.87,11126.3,11151.22
29-Jan-19,11167.27,11182.09,11074.21,11141.06
30-Jan-19,11204.84,11213.47,11097.82,11130.96
31-Jan-19,11190.1,11331.69,11168.58,11326.58
01-Feb-19,11346.64,11480.22,11307.91,11389.55
04-Feb-19,11389.26,11423.26,11310.17,11410.34
05-Feb-19,11410.36,11454.19,11384.72,11424.13
06-Feb-19,11458.75,11566.51,11449.66,11553.66
07-Feb-19,11571.85,11614.71,11539.51,11563.12
08-Feb-19,11536.14,11539.33,11396.08,11417.46
11-Feb-19,11423.33,11423.79,11328.53,11361.16
12-Feb-19,11363.53,11384.32,11290.27,11300.4
13-Feb-19,11339.51,11367.49,11236.19,11257.15
14-Feb-19,11263.72,11274.91,11188.58,11213.62
15-Feb-19,11242.74,11252.55,11080.73,11181.91
18-Feb-19,11195.35,11218.68,11081.67,11091.3
19-Feb-19,11106.77,11182.8,11036.76,11056
20-Feb-19,11117.76,11203.72,11099.63,11192.39
21-Feb-19,11213.15,11273.03,11184.25,11248.99
22-Feb-19,11255.66,11270.59,11226.66,11254.37
25-Feb-19,11286.09,11361.57,11258.46,11353.57
26-Feb-19,11287.4,11354.24,11194.93,11296.24
27-Feb-19,11343.89,11411.51,11217.33,11268.66
28-Feb-19,11309.32,11326.32,11251.95,11262.85
01-Mar-19,11306.53,11343.68,11288.96,11328.29
05-Mar-19,11346.65,11458.35,11282.77,11454.36
06-Mar-19,11491.15,11525.02,11465.01,11513.94
07-Mar-19,11547.42,11557.88,11490.43,11520.7
08-Mar-19,11526.51,11526.51,11472.05,11498.1
11-Mar-19,11522.84,11648.32,11519.4,11631.82
12-Mar-19,11695.18,11792.41,11690.96,11771.85
13-Mar-19,11794.1,11830.92,11752.4,11817.79
14-Mar-19,11844.85,11861.78,11790.04,11819.96
15-Mar-19,11823.61,11961.14,11823.36,11893.67
18-Mar-19,11926.28,11998.08,11879.33,11923.12
19-Mar-19,11962.31,12007.58,11916.32,11997.13
20-Mar-19,12017.97,12026.17,11974.39,11989.16
22-Mar-19,12012.35,12044.41,11903.66,11925.7
25-Mar-19,11884.67,11884.67,11779.73,11823.13
26-Mar-19,11846.52,11965.47,11819.88,11948.06
27-Mar-19,11988.46,12016.78,11880.42,11917.78
28-Mar-19,11941.8,12058.39,11924.26,12042.79
29-Mar-19,12083.98,12106.93,12049.02,12090.72
01-Apr-19,12147.67,12220.61,12127,12146.48
02-Apr-19,12184.27,12204.88,12135.46,12187.21
03-Apr-19,12220.44,12244.78,12113.91,12128.79
04-Apr-19,12146.55,12148.01,12040.33,12080.43
05-Apr-19,12127.89,12172.35,12092.58,12144.04
08-Apr-19,12174.67,12193.02,12029.46,12081.16
09-Apr-19,12090.35,12165.33,12049.27,12153.37
10-Apr-19,12141.94,12160.41,12048.76,12060.75
11-Apr-19,12072.22,12084.24,12028.38,12073.03
12-Apr-19,12097.75,12138.89,12061.31,12123.86
15-Apr-19,12137.45,12188.46,12132.75,12169.65
16-Apr-19,12211.65,12301.9,12211.65,12277.41
18-Apr-19,12323.11,12342.2,12216.14,12231.99
22-Apr-19,12232.73,12232.87,12057.93,12074.93
23-Apr-19,12111.31,12129.91,12043.25,12057.65
24-Apr-19,12088.96,12223.18,12059.78,12211.83
25-Apr-19,12225.83,12281.58,12112.07,12131
26-Apr-19,12171.42,12242.74,12148,12231.44
30-Apr-19,12230.07,12251.23,12141.78,12230.27
02-May-19,12231.53,12273.81,12184.34,12202
03-May-19,12211.86,12246.42,12173.06,12186.47
06-May-19,12112.72,12112.72,12047.92,12070.2
07-May-19,12134.12,12139.86,11958.29,11969.53
08-May-19,11959.7,11960.87,11810.54,11822.16
09-May-19,11813.22,11824.43,11714.97,11764.03
10-May-19,11787.74,11813.8,11711.7,11739.11
13-May-19,11743.01,11766.24,11579.84,11607.9
14-May-19,11619.74,11754.7,11567,11679.61
15-May-19,11741.34,11751.84,11595.89,11614.7
16-May-19,11632.45,11753.06,11603.03,11715.98
17-May-19,11743.63,11894.07,11719.79,11876.15
20-May-19,12114.85,12327.74,12069.53,12309.84
21-May-19,12345.44,12372.01,12157.24,12183.78
22-May-19,12219.11,12262.43,12159.73,12216.3
23-May-19,12374.36,12531.05,12087.37,12134.84
24-May-19,12216.25,12336.18,12133.8,12323.52
27-May-19,12351.43,12445.08,12294.42,12405.4
28-May-19,12436.58,12450.09,12359.85,12428.98
29-May-19,12425.06,12425.33,12325.32,12348.48
30-May-19,12374.53,12461.88,12351,12441.19
31-May-19,12490.45,12535.01,12319.14,12416.37
03-Jun-19,12445.91,12600.07,12420.48,12588.83
04-Jun-19,12573.38,12603.09,12508.98,12523.62
06-Jun-19,12534.34,12539.65,12329.87,12343.96
07-Jun-19,12358.92,12390.63,12262.54,12363.99
10-Jun-19,12417.17,12475.63,12369.59,12419.98
11-Jun-19,12450.92,12496.37,12402.85,12461.09
12-Jun-19,12470.89,12472.6,12362.76,12400.62
13-Jun-19,12380.01,12424.83,12314.07,12407.33
14-Jun-19,12424.35,12424.65,12287.29,12312.88
17-Jun-19,12330.59,12337.96,12142.03,12157
18-Jun-19,12181.44,12216.81,12130.82,12184.69
19-Jun-19,12226.01,12296.36,12116.97,12189.94
20-Jun-19,12167.05,12349.7,12129.43,12338.89
21-Jun-19,12338.98,12341.01,12204.02,12226.96
24-Jun-19,12219.52,12256.99,12170.84,12199.39
25-Jun-19,12203.73,12315.66,12144.16,12298.76
26-Jun-19,12279.35,12375.73,12262.14,12349.84
27-Jun-19,12362.3,12417.74,12325.03,12348.88
28-Jun-19,12363.01,12375.18,12281.5,12293.47
01-Jul-19,12337.57,12396.26,12336.85,12373.44
02-Jul-19,12409.47,12423.57,12320.53,12417.47
03-Jul-19,12446.86,12454.34,12396.53,12424.7
04-Jul-19,12451.12,12470.41,12430.77,12447.84
05-Jul-19,12474.72,12486.45,12298.21,12312.85
08-Jul-19,12299.65,12299.65,12015.72,12048.63
09-Jul-19,12054.4,12074.48,11950.7,12045.14
10-Jul-19,12039.18,12086.28,11964.43,11982.98
11-Jul-19,12040.57,12088.73,12007.86,12071.55
12-Jul-19,12105.9,12132.62,12030.06,12044.47
15-Jul-19,12122.91,12125.98,12020.88,12079.22
16-Jul-19,12097.86,12167.9,12061.87,12160.13
17-Jul-19,12172.64,12202.74,12145.51,12183.05
18-Jul-19,12178.85,12178.85,12075.94,12086.41
19-Jul-19,12135.24,12135.24,11887.08,11907.1
22-Jul-19,11904.1,11904.1,11778.65,11824.19
23-Jul-19,11855.53,11879.82,11783.57,11807.51
24-Jul-19,11812.74,11837.87,11705.15,11747.34
25-Jul-19,11772.47,11844.23,11721.94,11736.84
26-Jul-19,11734.87,11791.16,11691.55,11768.38
29-Jul-19,11808.77,11808.77,11633.5,11673.83
30-Jul-19,11690.66,11755.54,11555.3,11567.76
31-Jul-19,11530.45,11630.04,11481.77,11602.65
01-Aug-19,11578.41,11578.41,11359.21,11460.2
02-Aug-19,11431.18,11565.48,11326.08,11481.43
05-Aug-19,11404.83,11404.83,11265.84,11349.45
06-Aug-19,11306.41,11512.69,11297.62,11437.65
07-Aug-19,11448.48,11470.53,11325.02,11347.7
08-Aug-19,11382.45,11555.95,11336.54,11533.24
09-Aug-19,11592.57,11689.77,11563.7,11615.86
13-Aug-19,11663.57,11666.7,11402.05,11423.7
14-Aug-19,11509.24,11578.73,11435.08,11528.86
16-Aug-19,11544.14,11564.26,11416.52,11539.45
19-Aug-19,11584.58,11646.68,11536.16,11547.41
20-Aug-19,11559.27,11573.21,11479.24,11513.92
21-Aug-19,11503.05,11532.64,11404.89,11415.46
22-Aug-19,11423.71,11423.71,11209.12,11231.83
23-Aug-19,11208.68,11353.15,11122.28,11318.42
26-Aug-19,11522.84,11568.47,11244.95,11556.53
27-Aug-19,11607.63,11643.69,11548.26,11609.73
28-Aug-19,11615.53,11629.71,11485.66,11545.5
29-Aug-19,11524.62,11524.62,11420.46,11446.76
30-Aug-19,11494.68,11549.02,11374.39,11528.28
03-Sep-19,11480.89,11481.84,11263.47,11292.29
04-Sep-19,11296.43,11350.99,11237.25,11335.97
05-Sep-19,11369,11413.58,11307.68,11337.95
06-Sep-19,11372.24,11448.62,11357.73,11438.07
09-Sep-19,11436.04,11523.6,11381.03,11494.19
11-Sep-19,11524.13,11551.81,11507.48,11530.35
12-Sep-19,11549.91,11584.12,11464.92,11481.27
13-Sep-19,11503.38,11584.97,11446.16,11576.27
16-Sep-19,11519.15,11557.68,11471.36,11503.27
17-Sep-19,11513.35,11513.38,11292.2,11311.51
18-Sep-19,11355.01,11381.51,11303.56,11338.6
19-Sep-19,11352.84,11352.84,11161.82,11194.94
20-Sep-19,11230.34,11903.1,11186.72,11800.71
23-Sep-19,12045.96,12237.19,12016.45,12135.95
24-Sep-19,12153.61,12191.8,12070.8,12121.22
25-Sep-19,12116.5,12116.5,11943.43,11968.16
26-Sep-19,12001.19,12142.58,11994.76,12108.64
27-Sep-19,12114.42,12131.46,12033.74,12043.75
30-Sep-19,12054.11,12054.11,11902.83,11986.23
01-Oct-19,12037.78,12070.76,11750.46,11868.35
03-Oct-19,11824.93,11880.92,11763.08,11820.19
04-Oct-19,11905.48,11905.48,11661.23,11672.68
07-Oct-19,11719.78,11732.77,11612.38,11626.46
09-Oct-19,11649.74,11827.44,11588.66,11818.99
10-Oct-19,11810.41,11810.41,11704.91,11729.5
11-Oct-19,11763.19,11864.82,11684.38,11808.38
14-Oct-19,11836.61,11931,11798.21,11840.02
15-Oct-19,11866.79,11972.72,11846.69,11933.87
16-Oct-19,11976.44,11993.17,11921.23,11974.57
17-Oct-19,11990.35,12128.98,11961.04,12114.14
18-Oct-19,12124.03,12217.18,12084.43,12194.67
22-Oct-19,12182.18,12247.69,12097.47,12111
23-Oct-19,12143.37,12176.49,12077.72,12133.61
24-Oct-19,12179.15,12209.48,12055.85,12109.37
25-Oct-19,12164.08,12174.85,12016.79,12112.85
27-Oct-19,12215.95,12217.55,12141.89,12163.95
29-Oct-19,12179.84,12365.11,12163.48,12341.21
30-Oct-19,12410.3,12440.69,12337.89,12404.64
31-Oct-19,12452.55,12513.34,12414.91,12439.27
01-Nov-19,12453.02,12483.23,12404.29,12454.22
04-Nov-19,12499.3,12554.73,12466.42,12499.53
05-Nov-19,12540.86,12547.05,12417.57,12473.89
06-Nov-19,12481.26,12568.81,12407.54,12525.52
07-Nov-19,12578.85,12589.83,12509.25,12579.94
08-Nov-19,12575.76,12606.06,12454.36,12471.34
11-Nov-19,12472.25,12498.67,12418.01,12478.01
13-Nov-19,12482.03,12511.5,12381.11,12398.52
14-Nov-19,12417.49,12457.09,12363.59,12434.85
15-Nov-19,12472.51,12536.88,12437.62,12451.62
18-Nov-19,12475.73,12505.82,12423.18,12439.52
19-Nov-19,12487.24,12512.96,12437.3,12490.34
20-Nov-19,12567.45,12592.57,12517.56,12551.66
21-Nov-19,12581.77,12586.02,12512.83,12524.75
22-Nov-19,12546.42,12546.42,12438.51,12469.68
25-Nov-19,12499.25,12647.37,12484.11,12634.91
26-Nov-19,12675.02,12702.21,12569.27,12599.36
27-Nov-19,12643.37,12682.76,12619.58,12668.99
28-Nov-19,12713.05,12723.74,12666.12,12714.99
29-Nov-19,12722.03,12722.61,12573.14,12605.82
02-Dec-19,12685.24,12690.17,12575.18,12602.69
03-Dec-19,12619.73,12626.9,12510.96,12546.63
04-Dec-19,12528.31,12608.37,12488.16,12598.25
05-Dec-19,12642.02,12645.82,12551.31,12567.75
06-Dec-19,12619.25,12619.25,12430.56,12461.22
09-Dec-19,12484.87,12524.46,12428.7,12476.96
10-Dec-19,12506.95,12506.95,12382.41,12392.67
11-Dec-19,12408.75,12463.35,12369.21,12448.02
12-Dec-19,12496.89,12548.93,12475.76,12511.72
13-Dec-19,12564.34,12653,12559.1,12640.06
16-Dec-19,12685.63,12690.39,12601.13,12606.57
17-Dec-19,12643.66,12743.75,12628.64,12728.58
18-Dec-19,12769.16,12801.43,12727.01,12785.81
19-Dec-19,12791.59,12830.33,12752.46,12817.95
20-Dec-19,12837.93,12857.68,12816.79,12837.96
23-Dec-19,12805.99,12853.7,12779.09,12829.27
24-Dec-19,12844.21,12851.58,12765.68,12776.52
26-Dec-19,12801.94,12801.94,12683.28,12690.95
27-Dec-19,12730.47,12827.23,12721.64,12815.5
30-Dec-19,12848.93,12859.84,12783.27,12823.22
31-Dec-19,12837,12837,12716.24,12736.31
01-Jan-20,12765.26,12792.16,12733.59,12752.13
02-Jan-20,12765.29,12861.52,12760.87,12854.93
03-Jan-20,12855.28,12855.88,12764.16,12798.93
06-Jan-20,12773.79,12773.79,12538.43,12556.41
07-Jan-20,12651.16,12725.65,12573.42,12616.88
08-Jan-20,12525.73,12611.09,12493.41,12594.67
09-Jan-20,12719.87,12799.62,12708.78,12790.76
10-Jan-20,12827.58,12891.94,12791.66,12838.46
13-Jan-20,12892.97,12926.12,12876.03,12920.56
14-Jan-20,12931.95,12967.33,12899.96,12956.27
15-Jan-20,12958.82,12958.87,12869.91,12937.51
16-Jan-20,12954.5,12987.19,12911.03,12947.75
17-Jan-20,12946.06,12985.57,12920.33,12948.68
20-Jan-20,13035.59,13037.58,12813.75,12821.21
21-Jan-20,12810.34,12822,12748.83,12757.05
22-Jan-20,12795.03,12816.27,12676.01,12691.58
23-Jan-20,12712.47,12778.6,12683.31,12770.97
24-Jan-20,12773.67,12867.77,12741.51,12840.77
27-Jan-20,12811.24,12811.24,12693.12,12703.36
28-Jan-20,12747.7,12752.68,12611.92,12641.28
29-Jan-20,12693.56,12759.17,12691.55,12717.54
30-Jan-20,12770.68,12770.68,12591.73,12613.45
31-Jan-20,12687.29,12688.65,12517.42,12533.2
01-Feb-20,12546.16,12593.74,12191.02,12221.66
03-Feb-20,12220.88,12319.75,12176.51,12276.75
04-Feb-20,12372.81,12561.57,12355.25,12554.36
05-Feb-20,12596.63,12679.13,12529.67,12669.65
06-Feb-20,12694.67,12744.49,12662.74,12719.29
07-Feb-20,12746,12746,12653.8,12676.28
10-Feb-20,12689.5,12691.04,12563.48,12609.91
11-Feb-20,12670.85,12754.5,12669.51,12683.08
12-Feb-20,12721.93,12817.79,12721.7,12785.52
13-Feb-20,12826.57,12826.94,12722.16,12755.7
14-Feb-20,12771.08,12830.56,12669.65,12689.52
17-Feb-20,12711.49,12734.62,12608.71,12616.25
18-Feb-20,12613.25,12613.25,12480.36,12569.29
19-Feb-20,12637.31,12712.11,12614.97,12702.6
20-Feb-20,12706.39,12731.96,12647.55,12656.95
24-Feb-20,12617.06,12617.06,12377.26,12394.62
25-Feb-20,12438.26,12451.64,12344.35,12363
26-Feb-20,12333.11,12347.72,12197.11,12236.12
27-Feb-20,12253.34,12253.34,12086.09,12185.32
28-Feb-20,11980.92,11980.92,11704.38,11728.36
02-Mar-20,11920.02,11975.7,11564.34,11671.89
03-Mar-20,11778.07,11887.74,11690.75,11851.67
04-Mar-20,11881.25,11902.28,11621.91,11796.8
05-Mar-20,11857.45,11941.22,11789.33,11814.54
06-Mar-20,11537.92,11580.46,11358.55,11532.81
09-Mar-20,11347.06,11347.06,10805.69,10954.99
11-Mar-20,10913.52,11058.42,10842.2,10958.61
12-Mar-20,10582.26,10582.26,9967.31,10048.69
13-Mar-20,9578.28,10639.15,8994.38,10433.49
16-Mar-20,10143.36,10143.36,9594.05,9626.67
17-Mar-20,9687.9,9836.32,9330.07,9383.36
18-Mar-20,9510.64,9545.3,8802.19,8872.95
19-Mar-20,8534.51,8983.15,8209.79,8655
20-Mar-20,8719.55,9301.53,8565.89,9160.19
23-Mar-20,8481.33,8550.93,7933.31,7961.26
24-Mar-20,8284.3,8405.27,7864.01,8161.78
25-Mar-20,8109.19,8761.84,8072.91,8694.95
26-Mar-20,8851.7,9157.09,8697.82,9101.42
27-Mar-20,9344.88,9460.67,8918.47,9059.96
30-Mar-20,8893.46,8975.6,8631.83,8677.57
31-Mar-20,8933.26,9086.11,8753.12,9000.99
01-Apr-20,9015.88,9015.9,8595.78,8652.71
03-Apr-20,8755.4,8762.59,8442.69,8468.87
07-Apr-20,8850.04,9247.27,8763.69,9221.21
08-Apr-20,9120.5,9582.64,9079.87,9179.09
09-Apr-20,9385.59,9571.87,9344.8,9552.57
13-Apr-20,9572.26,9572.26,9344.17,9423.89
15-Apr-20,9598.5,9706.76,9306.13,9356.74
16-Apr-20,9279.83,9488.94,9250.95,9432.01
17-Apr-20,9742.71,9762.52,9529.31,9712.64
20-Apr-20,9852.38,9852.38,9676.19,9709.47
21-Apr-20,9479.48,9479.48,9340.25,9409.9
22-Apr-20,9470.73,9648.7,9377.87,9626.56
23-Apr-20,9711.07,9789.62,9609.87,9758.9
24-Apr-20,9634.89,9743.95,9582.29,9594.75
27-Apr-20,9699.16,9823.39,9697.16,9726.42
28-Apr-20,9836.65,9853.57,9701.5,9828.88
29-Apr-20,9893.04,10053.25,9847.89,10005.19
30-Apr-20,10206.43,10353,10197.88,10326.33
04-May-20,10038.73,10038.73,9704.08,9729.58
05-May-20,9870.88,9895.98,9620,9635.83
06-May-20,9671.04,9779.67,9539.09,9703.58
07-May-20,9699.48,9707.13,9606.8,9624.81
08-May-20,9819.16,9821.91,9668.39,9681.4
11-May-20,9800.37,9878.41,9650.24,9668.47
12-May-20,9606.51,9667.22,9465.55,9621.06
13-May-20,10064.35,10065.32,9780.07,9812.41
14-May-20,9654.02,9706.68,9541.03,9563.96
15-May-20,9617.82,9617.82,9468.5,9554.68
18-May-20,9600.84,9600.84,9213.53,9230.54
19-May-20,9359.42,9439.62,9260,9284.4
20-May-20,9273.23,9502.5,9272.74,9483.67
21-May-20,9509.95,9595.79,9468.85,9518.43
22-May-20,9485.63,9564.46,9378.88,9447.15
26-May-20,9505.56,9572.86,9404.02,9434.56
27-May-20,9489.75,9748.16,9409.08,9731.62
28-May-20,9797.82,9933.2,9743.51,9914.06
29-May-20,9867.84,10031.79,9806.76,10013.16
01-Jun-20,10155.94,10379.42,10150.16,10269
02-Jun-20,10318.12,10439.12,10267.81,10425.98
03-Jun-20,10539.27,10628.54,10484.32,10511.4
04-Jun-20,10503.1,10576.82,10393.3,10483.5
05-Jun-20,10553.01,10624.88,10486.58,10590.99
08-Jun-20,10754.88,10782.72,10574.35,10621.72
09-Jun-20,10669.67,10754.57,10474.18,10498.7
10-Jun-20,10520.77,10599.4,10485.82,10569.15
11-Jun-20,10562.73,10563.74,10329.62,10346.3
12-Jun-20,10010.41,10439.24,9985.33,10415.95
15-Jun-20,10390.68,10390.68,10164.04,10251.98
16-Jun-20,10439.37,10489.83,10166.26,10355.14
17-Jun-20,10304.86,10452.31,10276.05,10329.86
18-Jun-20,10291.08,10559.7,10291.08,10541.07
19-Jun-20,10582.85,10729.21,10524.18,10701.77
22-Jun-20,10756.64,10849.08,10732.37,10766.62
23-Jun-20,10798.28,10944.25,10755.95,10929.86
24-Jun-20,11004.62,11017.64,10735.1,10759.35
25-Jun-20,10661.47,10819.2,10650.12,10748.85
26-Jun-20,10840.79,10874.61,10775.81,10849.24
29-Jun-20,10780.18,10801.97,10692.13,10780.05
30-Jun-20,10846.97,10870.81,10735.29,10768.19
01-Jul-20,10799.82,10921.38,10775.08,10905.35
02-Jul-20,10962.68,11078.07,10960.43,11033.33
03-Jul-20,11091.11,11119.03,11050.03,11096.47
06-Jul-20,11183.14,11289.06,11166.82,11238.23
07-Jul-20,11290.23,11294.14,11165.7,11280.03
08-Jul-20,11305.8,11331.01,11152.63,11180.7
09-Jul-20,11222.71,11315.73,11211.97,11294.68
10-Jul-20,11246.32,11305.36,11197.4,11255.67
13-Jul-20,11339.77,11384.11,11244.95,11295.28
14-Jul-20,11248.72,11251.98,11053.06,11096.79
15-Jul-20,11186.74,11328.55,11070.15,11114.55
16-Jul-20,11213.63,11261.41,11097.14,11247.04
17-Jul-20,11273.68,11446.4,11263.8,11416.23
20-Jul-20,11529.43,11556.02,11465.56,11537.76
21-Jul-20,11655.8,11698.35,11632.01,11685.33
22-Jul-20,11759.16,11764.28,11572.29,11652.48
23-Jul-20,11638.72,11762.14,11618.46,11739.87
24-Jul-20,11683.24,11749.9,11609.7,11719.21
27-Jul-20,11763.77,11763.77,11607.05,11659
28-Jul-20,11694.84,11853.53,11686.54,11836.46
29-Jul-20,11823.16,11879.14,11681.18,11735.95
30-Jul-20,11789.72,11840.64,11624.6,11641.63
31-Jul-20,11675.12,11694.69,11563.6,11618.98
03-Aug-20,11618.74,11619.15,11420.68,11428.75
04-Aug-20,11476.51,11657.52,11445.65,11641.68
05-Aug-20,11703.57,11775.63,11607.54,11646.24
06-Aug-20,11729.17,11803.82,11674.92,11750.97
07-Aug-20,11737.53,11781.47,11691.2,11762.49
10-Aug-20,11809.23,11888.68,11783.65,11816.27
11-Aug-20,11876.89,11929.76,11851.79,11875.49
12-Aug-20,11854.89,11872.38,11791.65,11859.94
13-Aug-20,11894.59,11912.37,11822.92,11852.76
14-Aug-20,11892.31,11917.48,11652.3,11722.62
17-Aug-20,11779.5,11807.85,11685.39,11791.26
18-Aug-20,11805.5,11946.11,11797.39,11932.12
19-Aug-20,11991.71,12011.65,11935.33,11953.62
20-Aug-20,11857.84,11898.15,11826.55,11846.83
21-Aug-20,11927.1,11959.05,11901.35,11909.56
24-Aug-20,11955.72,12034.92,11949.59,12003.77
25-Aug-20,12052.08,12067.36,11961.93,12013.32
26-Aug-20,12046.59,12098.94,11999.21,12087.55
27-Aug-20,12151.91,12159.88,12084.15,12102.25
28-Aug-20,12146.45,12232.88,12140.16,12192.94
31-Aug-20,12315.85,12348.25,11864.5,11927.59
01-Sep-20,11963.83,12100.99,11909.01,12021.62
02-Sep-20,12025.61,12101.65,11975.14,12082.72
03-Sep-20,12110.22,12129.99,12052.23,12071.54
04-Sep-20,11866.33,11988.49,11836.34,11866.3
07-Sep-20,11856.76,11914.19,11777.66,11886.33
08-Sep-20,11915.03,11980.36,11830.9,11858.3
09-Sep-20,11748.19,11838.97,11725.43,11820.1
10-Sep-20,11918.29,12017.52,11876.74,12006.29
11-Sep-20,12015.56,12050.55,11978.83,12023.68
14-Sep-20,12089.99,12131.9,11942.9,11999.67
15-Sep-20,12044.44,12104.33,12005.38,12087.12
16-Sep-20,12120.57,12190.66,12090.6,12176.65
17-Sep-20,12126.2,12160.48,12069.23,12085.76
18-Sep-20,12161.66,12161.66,12017.09,12078.32
21-Sep-20,12071.1,12107.7,11778.84,11808.56
22-Sep-20,11857.81,11861.27,11637.18,11715.55
23-Sep-20,11836.47,11840.53,11584.81,11692.89
24-Sep-20,11569.69,11574.34,11335.6,11353.74
25-Sep-20,11481.41,11637.06,11410.81,11611.93
28-Sep-20,11723.17,11815.16,11666.98,11799.72
29-Sep-20,11866.18,11884.42,11754.92,11794.08
30-Sep-20,11824.56,11870.04,11755.75,11820.78
01-Oct-20,11925.56,12007.92,11925.56,11996.53
05-Oct-20,12078.45,12163.23,12037.47,12089.81
06-Oct-20,12197.1,12268.77,12156.85,12255.24
07-Oct-20,12271.95,12353.2,12222.02,12326.81
08-Oct-20,12427.87,12494.58,12379.69,12423.19
09-Oct-20,12438.51,12528.52,12390.19,12507.07
12-Oct-20,12566.41,12614.17,12447.49,12512.23
13-Oct-20,12515.21,12575.98,12475.64,12518.98
14-Oct-20,12516.3,12580.91,12400.66,12555.3
15-Oct-20,12626.38,12626.38,12231.28,12248.43
16-Oct-20,12305.16,12359.79,12237.46,12327.84
19-Oct-20,12431.08,12472.31,12390.64,12451.26
20-Oct-20,12449.58,12527.33,12413.66,12477.98
21-Oct-20,12551.65,12603.66,12349.72,12517.24
22-Oct-20,12470.26,12519.69,12399.39,12475.28
23-Oct-20,12528.22,12555.06,12490.87,12513.74
26-Oct-20,12510.59,12527.76,12286.54,12344.5
27-Oct-20,12361.02,12469.02,12292.55,12458.95
28-Oct-20,12499.64,12499.64,12243.56,12284.75
29-Oct-20,12173.47,12305.32,12164.32,12230.79
30-Oct-20,12244.55,12310.05,12087.4,12196.08
02-Nov-20,12277.28,12283.51,12110.53,12223.88
03-Nov-20,12294.17,12399.89,12287.18,12375.18
04-Nov-20,12354.44,12498.5,12319.53,12477.29
05-Nov-20,12624.17,12705.64,12601.24,12697.02
06-Nov-20,12724.31,12862.95,12711.01,12846.11
09-Nov-20,12960.75,13062.38,12951.78,13048.46
10-Nov-20,13153.42,13239.15,13064.36,13227.03
11-Nov-20,13279.04,13366.26,13162.89,13347.56
12-Nov-20,13267.98,13338.55,13218.01,13286.43
13-Nov-20,13265.91,13333.73,13201.82,13318.68
14-Nov-20,13430.94,13435.48,13352.39,13383.03
17-Nov-20,13512.71,13530.95,13396.22,13473.62
18-Nov-20,13483.01,13550.14,13415.99,13539.46
19-Nov-20,13460.43,13564.75,13339.24,13363.32
20-Nov-20,13405.45,13486.49,13320.16,13449.64
23-Nov-20,13531.94,13561.83,13417.45,13519.5
24-Nov-20,13600.56,13677.48,13572.82,13654.6
25-Nov-20,13726.19,13748.69,13427.17,13449.4
26-Nov-20,13491.81,13616.52,13379.27,13585.55
27-Nov-20,13608.38,13629.21,13509.93,13552.6
01-Dec-20,13643.08,13724.87,13550.14,13704.05
02-Dec-20,13730.55,13730.77,13577.77,13713.85
03-Dec-20,13799.05,13813.31,13708.94,13734.46
04-Dec-20,13751.03,13885.09,13751.03,13865.32
07-Dec-20,13876.58,13980.97,13854.95,13971.46
08-Dec-20,14018.51,14054.6,13923.84,14013.21
09-Dec-20,14096.41,14175.19,14073.01,14153.2
10-Dec-20,14122.66,14136.41,14022.57,14111.49
11-Dec-20,14146.97,14215.27,14029.69,14146.35
14-Dec-20,14206.42,14235.66,14107.75,14192.93
15-Dec-20,14206.5,14222.6,14077.93,14200.08
16-Dec-20,14292.77,14330.58,14242.65,14320.01
17-Dec-20,14353.3,14408.76,14312.09,14371.06
18-Dec-20,14413.93,14413.93,14289.91,14397.6
21-Dec-20,14383.13,14418.76,13744.33,13946.82
22-Dec-20,13934.89,14122.06,13809.36,14098.77
23-Dec-20,14119.75,14264.31,14065.2,14244.39
24-Dec-20,14337.02,14419.62,14271.83,14397.03
28-Dec-20,14459.4,14537.96,14458.99,14525.34
29-Dec-20,14567.3,14626.53,14511.96,14590.32
30-Dec-20,14646.29,14653.22,14518.81,14639.19
31-Dec-20,14643.69,14681.65,14598.91,14640.61
01-Jan-21,14651.85,14711.52,14646.97,14680.13
04-Jan-21,14757.89,14816.98,14615.79,14803.19
05-Jan-21,14759.35,14887.78,14712.75,14873.01
06-Jan-21,14925.58,14925.58,14701.5,14808.33
07-Jan-21,14912.25,14924.91,14784.49,14801.08
08-Jan-21,14911.22,15037.07,14889.69,15017.06
11-Jan-21,15157.41,15178.05,15061.38,15167.49
12-Jan-21,15163.56,15271.83,15116.55,15247.78
13-Jan-21,15327.7,15342.69,15112.46,15250.06
14-Jan-21,15234.46,15302.69,15152.77,15278.68
15-Jan-21,15299.21,15303.62,15034.63,15111.95
18-Jan-21,15115.12,15134.37,14895.29,14946.74
19-Jan-21,15048.64,15226.61,15028.04,15201.3
